0	2.2298397766369	798.891874	0.004981	0.006146
5383.59521428571	2.2298397766369	861.368126	0.005371	0.003580
11217.4827857143	2.2298397766369	928.327008	0.005788	0.003602
17541.4888571429	2.2298397766369	1000.020183	0.006235	0.004056
24394.7972142857	6.97462151830357	345.042324	0.002151	0.001528
31822.3728571429	6.97462151830357	373.125213	0.002327	0.001797
39872.3925714286	3.93527925550595	714.272407	0.004454	0.003690
48597.5296428571	3.93527925550595	770.488429	0.004804	0.004295
58053.0267857143	2.876607771875	1135.425142	0.007080	0.006584
68301.835	2.876607771875	1221.235656	0.007615	0.007115
79409.4747142857	2.41140603779762	1564.619315	0.009756	0.009125
91447.2475714285	2.41140603779762	1677.685695	0.010461	0.009808
104494.805857143	1.83692597127976	2354.906300	0.014684	0.013892
118635.013642857	1.83692597127976	2510.355150	0.015653	0.015095
133960.370357143	1.46109752767857	3351.648529	0.020899	0.020425
150570.441357143	1.46109752767857	3544.643820	0.022102	0.021901
168572.500285714	1.32229217857143	4127.772952	0.025738	0.025674
188083.456142857	1.32229217857143	4333.629278	0.027021	0.027063
209228.568571429	1.30582642380952	4593.820121	0.028644	0.028779
232146.586714286	1.30582642380952	4793.932659	0.029892	0.030030
256985.252714286	1.34148393645833	4857.124448	0.030286	0.030484
283905.155857143	1.34148393645833	5041.321350	0.031434	0.031566
313081.659642857	1.38424886324405	5056.309631	0.031528	0.031678
344702.974714286	1.38424886324405	5216.811624	0.032528	0.032585
378974.013	1.39234925446429	5329.930180	0.033234	0.033298
416117.672428571	1.39234925446429	5453.906864	0.034007	0.034033
456373.552214286	1.34697207529762	5734.821199	0.035758	0.035820
500003.734071428	1.34697207529762	5796.340182	0.036142	0.036266
547290.212785714	1.2621929766369	6199.271362	0.038654	0.038859
598539.392714286	1.2621929766369	6155.685764	0.038383	0.038743
654083.3725	1.16691802991071	6537.048973	0.040760	0.041244
714282.5145	1.16691802991071	6338.950578	0.039525	0.040207
779526.7295	1.08777293869048	6503.664617	0.040552	0.041358
850238.6885	1.08777293869048	6126.526039	0.038201	0.039165
926876.392142857	1.04295648377976	5929.245525	0.036971	0.037986
1009937.02485714	1.04295648377976	5411.855394	0.033745	0.034810
1099958.88192857	1.04379422455357	4865.553694	0.030338	0.031335
1197524.58128571	1.04379422455357	4310.601080	0.026878	0.027809
1303267.48707143	1.09954279508929	3584.634766	0.022351	0.023125
1417871.70964286	1.09954279508929	3103.249068	0.019350	0.020002
1542080.45621429	1.22263715907738	2400.438761	0.014967	0.015454
1676698.60028571	1.22263715907738	2052.253251	0.012796	0.013172
1822598.46285714	1.43157854047619	1496.997873	0.009334	0.009594
1980725.59364286	1.43157854047619	1279.194789	0.007976	0.008165
2152104.55228571	1.75263265520833	896.301446	0.005589	0.005716
2337845.97428571	1.75263265520833	773.572475	0.004823	0.004914
2539153.63692857	2.22237371309524	530.387179	0.003307	0.003368
2757332.16757143	2.22237371309524	465.714478	0.002904	0.002948
2993795.39428571	2.88409123258928	317.945392	0.001982	0.002012
3250075.33885714	2.88409123258928	284.972522	0.001777	0.001801
3527832.4945	3.77600947842262	196.844899	0.001227	0.001244
3828868.03064286	3.77600947842262	180.036881	0.001123	0.001137
4155131.50121429	4.89604614285714	127.946900	0.000798	0.000808
4508738.18828571	4.89604614285714	119.000250	0.000742	0.000751
4891978.09507143	6.4273787328869	84.961594	0.000530	0.000535
5307336.50135714	6.4273787328869	80.380778	0.000501	0.000506
5757504.24121428	6.4273787328869	75.185055	0.000469	0.000473
6245397.61607143	6.4273787328869	69.461660	0.000433	0.000437
